Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Faroe Islands,FRO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.3,13.1,13,11.8,10.6,..
Fiji,FJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.226,18.828,18.55,18.242,17.996,..
Finland,FIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3,8.4,9,8.1,7.8,..
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.2,10.9,10.9,10.7,9.9,..
French Polynesia,PYF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.938,11.782,11.424,11.156,10.907,..
Gabon,GAB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.146,29.541,28.938,28.3,27.666,..
"Gambia, The",GMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.921,31.525,31.171,30.771,30.429,..
Georgia,GEO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.588,13.053,12.881,11.612,11.494,..
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,9.3,9.6,8.8,8.3,..
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.891,27.43,27.034,26.596,26.31,..
Gibraltar,GIB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.975,11.984,12,12.026,12.07,..
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.8,7.9,8.1,7.3,6.8,..
Greenland,GRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.1,14.8,13.4,13.2,12.6,..
Grenada,GRD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.466,12.324,12.14,11.935,11.711,..
Guam,GUM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.256,18.613,18.296,18.008,17.662,..
Guatemala,GTM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.089,22.043,21.407,21.063,20.809,..
Guinea,GIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.952,35.518,34.983,34.381,33.848,..
Guinea-Bissau,GNB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.848,31.406,30.969,30.458,30.037,..
Guyana,GUY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.945,21.254,20.961,20.748,20.287,..
Haiti,HTI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.774,23.338,22.919,22.547,22.2,..
Honduras,HND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.111,22.803,22.529,22.242,21.963,..
"Hong Kong SAR, China",HKG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7,5.8,5,4.4,4.4,..
Hungary,HUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6,9.7,9.8,9.3,9.1,..
Iceland,ISL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.3,12.3,13.1,11.5,11,..
India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.368,16.744,16.491,16.336,16.146,..
Indonesia,IDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.909,16.674,16.417,16.204,15.941,..
"Iran, Islamic Rep.",IRN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.918,14.008,13.687,13.314,12.951,..
Iraq,IRQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.252,26.84,26.448,26.004,25.728,..
Ireland,IRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.9,11.1,11.8,10.4,10.3,..
Isle of Man,IMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.826,8.683,8.54,8.437,8.34,..
Israel,ISR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.1,19.2,19.7,19,18.6,..
Italy,ITA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7,6.8,6.8,6.7,6.4,..
Jamaica,JAM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.169,12.016,11.954,11.855,11.623,..
Japan,JPN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7,6.8,6.6,6.3,6,..
Jordan,JOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.236,21.726,21.309,20.922,20.611,..
Kazakhstan,KAZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.424,22.57,23.271,20.819,20.138,..
Kenya,KEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.226,27.782,27.611,27.342,27.106,..
Kiribati,KIR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.826,27.355,26.909,26.403,25.813,..
"Korea, Dem. People's Rep.",PRK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.405,13.391,13.267,13.149,12.947,..
"Korea, Rep.",KOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,5.9,5.3,5.1,4.9,4.5,..
Kosovo,XKX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.618,12.335,12.546,12.275,12.067,..
Kuwait,KWT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.06,11.6919249210071,12.234184852521,10.8489565017698,10.3028486127809,..
Kyrgyz Republic,KGZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.9,24,22.4,21.5,20.6,..
Lao PDR,LAO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.151,22.618,22.147,21.693,21.271,..
Latvia,LVA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8,9.2,9.2,8.5,7.7,..
Lebanon,LBN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.622,16.912,16.573,16.372,16.144,..
Lesotho,LSO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.44,25.628,24.896,24.392,24.109,..
Liberia,LBR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.431,31.923,31.524,31.189,30.96,..
Libya,LBY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.241,18.737,18.176,17.537,17.024,..
Liechtenstein,LIE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.2,9.1,9.6,9.2,9.1,..
Lithuania,LTU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.9,8.4,8.3,7.8,7.2,..
Luxembourg,LUX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10,10.2,10.5,9.9,9.5,..
"Macao SAR, China",MAC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.9,8.1,7.4,6.4,5.5,..
Madagascar,MDG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.594,33.31,32.911,32.498,32.095,..
Malawi,MWI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.902,32.536,32.066,31.738,31.381,..
Malaysia,MYS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.233,13.393,12.385,12.394,12.412,..
Maldives,MDV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.597,12.112,11.694,11.396,11.018,..
Mali,MLI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.139,40.959,40.707,40.345,40.029,..
Malta,MLT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.6,8.6,8.5,8.1,8.1,..
Marshall Islands,MHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.736,23.439,23.176,21.989,21.137,..
Mauritania,MRT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.211,35.735,35.342,34.844,34.423,..
Mauritius,MUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.2,10.6,10.3,9.6,10.2,..
Mexico,MEX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.877,16.565,16.353,16.041,15.706,..
"Micronesia, Fed. Sts.",FSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.891,22.693,22.686,22.509,22.299,..
Moldova,MDA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.637,12.077,11.521,10.545,10.755,..
Monaco,MCO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.965,9.746,8.689,8.687,9.441,..
Mongolia,MNG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.4,23.4,21.6,19.5,19,..
Montenegro,MNE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.5,11.3,11.3,11.3,11.2,..
Morocco,MAR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.258,17.85,17.458,17.035,16.701,..
Mozambique,MOZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.117,38.736,38.403,37.99,37.486,..
Myanmar,MMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.774,17.456,17.201,16.912,16.696,..
Namibia,NAM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.386,27.687,27.022,26.343,25.89,..
Nauru,NRU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.581,28.662,27.787,26.613,25.505,..
Nepal,NPL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.648,20.168,19.675,19.643,19.34,..
Netherlands,NLD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8,9.7,10.2,9.5,9.2,..
New Caledonia,NCL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.183,14.903,14.747,14.498,14.262,..
New Zealand,NZL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.96,11.32,11.48,11.49,10.86,..
Nicaragua,NIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.808,20.45,20.044,19.695,19.376,..
Niger,NER,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.366,42.6,41.932,41.95,41.892,..
Nigeria,NGA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.685,33.732,33.546,33.192,32.954,..
North Macedonia,MKD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6,9.2,10.2,9.9,9.2,..
Northern Mariana Islands,MNP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.029,15.487,14.824,13.807,12.918,..
Norway,NOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.2,9.8,10.4,9.4,9.4,..
Oman,OMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.858,18.856,18.337,16.353,16.847,..
Pakistan,PAK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.986,28.625,28.384,28.13,27.806,..
Palau,PLW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.921,11.624,11.377,11.115,10.897,..
Panama,PAN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.57,16.718,16.401,16.239,16.029,..
Papua New Guinea,PNG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.466,26.092,25.582,25.16,24.576,..
Paraguay,PRY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.421,21.036,20.689,20.356,19.985,..
Peru,PER,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.853,16.61,16.398,16.183,15.944,..
Philippines,PHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.104,17.017,16.108,16.057,16.019,..
Poland,POL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,9.5,9,8.3,7.4,..
Portugal,PRT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.4,8.1,7.6,8,8.1,..
Puerto Rico,PRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,6.4,6,5.9,5.9,5.8,..
Qatar,QAT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.979,10.046,9.555,10.099,9.908,..
Romania,ROU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.3,10.3,10.1,9.4,8,..
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.1,9.8,9.6,8.9,8.6,..
Rwanda,RWA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.672,30.021,29.389,28.859,28.348,..
Samoa,WSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.957,27.453,26.891,26.101,25.401,..
San Marino,SMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,6.7,6.4,6.2,6.1,5.6,..
Sao Tome and Principe,STP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.229,28.643,28.518,28.277,28.185,..
Saudi Arabia,SAU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.075,16.628,15.902,15.217,16.415,..
Senegal,SEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.405,29.931,29.71,29.46,29.423,..
Serbia,SRB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.3,8.9,9.1,9.3,9.2,..
Seychelles,SYC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.4,15.8,16.8,13.1,13,..
Sierra Leone,SLE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.808,32.196,31.644,31.071,30.601,..
Singapore,SGP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.8,8.5,8.6,7.9,7.4,..
Sint Maarten (Dutch part),SXM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.024,9.745,9.47,9.198,9.126,..
Slovak Republic,SVK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.5,10.4,10.4,9.7,9,..
Slovenia,SVN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.3,8.9,9,8.3,8,..
Solomon Islands,SLB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.413,27.966,27.699,27.283,26.935,..
Somalia,SOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,45.139,44.544,44.094,43.789,42.964,..
South Africa,ZAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.694,19.522,19.354,19.079,18.775,..
South Sudan,SSD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.421,29.441,29.693,29.066,28.59,..
Spain,ESP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.6,7.2,7.1,6.9,6.7,..
Sri Lanka,LKA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.6,13.8,12.9,12.4,11.2,..
St. Kitts and Nevis,KNA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.86,12.575,12.272,11.958,11.745,..
St. Lucia,LCA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.853,11.713,11.572,11.417,11.262,..
St. Martin (French part),MAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.955,17.602,17.544,17.326,17.069,..
St. Vincent and the Grenadines,VCT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.26,12.835,12.638,12.393,12.158,..
Sudan,SDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.909,34.48,33.913,33.535,33.612,..
Suriname,SUR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.869,17.692,17.577,17.47,17.298,..
Sweden,SWE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.1,10.9,11,10,9.5,..
Switzerland,CHE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10,9.9,10.3,9.4,9,..
Syrian Arab Republic,SYR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.717,20.64,21.172,21.234,22.107,..
Tajikistan,TJK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.168,28.361,27.744,27.043,26.124,..
Tanzania,TZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.883,36.437,36.015,35.637,35.222,..
Thailand,THA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.056,8.792,8.544,8.38,8.245,..
Timor-Leste,TLS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.855,23.352,22.73,22.424,22.077,..
Togo,TGO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.925,32.454,32.015,31.535,31.142,..
Tonga,TON,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.849,23.634,23.507,23.35,23.117,..
Trinidad and Tobago,TTO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.088,11.647,11.291,10.987,10.708,..
Tunisia,TUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.82,15.787,13.999,14.124,13.748,..
Turkiye,TUR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.4,13.4,12.9,12.2,11.2,..
Turkmenistan,TKM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.839,24.12,23.348,22.635,21.74,..
Turks and Caicos Islands,TCA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.066,11.671,11.198,10.981,10.738,..
Tuvalu,TUV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.867,24.632,24.35,24.084,23.075,..
Uganda,UGA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.212,36.803,36.342,35.8,35.201,..
Ukraine,UKR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.823,7.555,6.977,5.679,5.625,..
United Arab Emirates,ARE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.094,10.465,9.279,9.295,9.774,..
United Kingdom,GBR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.645,10.204,10.241,10.1,10.023,..
United States,USA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.4,10.9,11,11,10.7,..
